year,event,count
2017,LicenseEvent,9859
2017,ConstructionEvent,1458
2017,MoveEvent,28500
2017,DivorceEvent,1480
2017,MarriageEvent,5698
2017,EmploymentEvent,23610
2017,BirthEvent,4664
2017,RenovationEvent,451611
2017,MigrationEvent,1791
2017,BirthDayEvent,885318
2017,DemolitionEvent,435
2017,DeathEvent,14885
2018,LeaveParentsEvent,1967
2018,LicenseEvent,7921
2018,ConstructionEvent,1166
2018,MoveEvent,29930
2018,DivorceEvent,1477
2018,MarriageEvent,5469
2018,EmploymentEvent,23331
2018,BirthEvent,4434
2018,RenovationEvent,452661
2018,MigrationEvent,1822
2018,BirthDayEvent,879065
2018,DemolitionEvent,421
2018,DeathEvent,14985
2019,LeaveParentsEvent,2190
2019,LicenseEvent,5776
2019,ConstructionEvent,1129
2019,MoveEvent,30577
2019,DivorceEvent,1547
2019,MarriageEvent,5721
2019,EmploymentEvent,22910
2019,BirthEvent,4477
2019,RenovationEvent,453368
2019,MigrationEvent,1966
2019,BirthDayEvent,872737
2019,DemolitionEvent,478
2019,DeathEvent,15158
2020,LeaveParentsEvent,2033
2020,LicenseEvent,5196
2020,ConstructionEvent,1609
2020,MoveEvent,32563
2020,DivorceEvent,1492
2020,MarriageEvent,5539
2020,EmploymentEvent,22316
2020,BirthEvent,4408
2020,RenovationEvent,454017
2020,MigrationEvent,2033
2020,BirthDayEvent,866411
2020,DemolitionEvent,440
2020,DeathEvent,15114
2021,LeaveParentsEvent,1945
2021,LicenseEvent,4848
2021,ConstructionEvent,1303
2021,MoveEvent,31910
2021,DivorceEvent,1469
2021,MarriageEvent,5618
2021,EmploymentEvent,21962
2021,BirthEvent,4309
2021,RenovationEvent,455230
2021,MigrationEvent,1633
2021,BirthDayEvent,860480
2021,DemolitionEvent,405
2021,DeathEvent,15164
2022,LeaveParentsEvent,1953
2022,LicenseEvent,4128
2022,ConstructionEvent,1188
2022,MoveEvent,32403
2022,DivorceEvent,1494
2022,MarriageEvent,5587
2022,EmploymentEvent,21454
2022,BirthEvent,4222
2022,RenovationEvent,456079
2022,MigrationEvent,1718
2022,BirthDayEvent,853304
2022,DemolitionEvent,492
2022,DeathEvent,15370
2023,LeaveParentsEvent,1890
2023,LicenseEvent,3772
2023,ConstructionEvent,1530
2023,MoveEvent,32673
2023,DivorceEvent,1547
2023,MarriageEvent,5515
2023,EmploymentEvent,20425
2023,BirthEvent,4346
2023,RenovationEvent,456794
2023,MigrationEvent,1888
2023,BirthDayEvent,846084
2023,DemolitionEvent,445
2023,DeathEvent,15114
2024,LeaveParentsEvent,1964
2024,LicenseEvent,3862
2024,ConstructionEvent,1550
2024,MoveEvent,33563
2024,DivorceEvent,1476
2024,MarriageEvent,5500
2024,BirthEvent,4300
2024,EmploymentEvent,19933
2024,RenovationEvent,457866
2024,MigrationEvent,1731
2024,BirthDayEvent,839427
2024,DemolitionEvent,421
2024,DeathEvent,15315
2025,LeaveParentsEvent,1798
2025,LicenseEvent,4760
2025,ConstructionEvent,1132
2025,MoveEvent,32964
2025,DivorceEvent,1415
2025,MarriageEvent,5529
2025,EmploymentEvent,19542
2025,BirthEvent,4520
2025,RenovationEvent,459002
2025,MigrationEvent,1811
2025,BirthDayEvent,832109
2025,DemolitionEvent,404
2025,DeathEvent,15377
2026,LeaveParentsEvent,1793
2026,LicenseEvent,6444
2026,ConstructionEvent,780
2026,MoveEvent,34053
2026,DivorceEvent,1516
2026,MarriageEvent,5452
2026,EmploymentEvent,19672
2026,BirthEvent,4553
2026,RenovationEvent,459744
2026,MigrationEvent,1512
2026,BirthDayEvent,825379
2026,DemolitionEvent,438
2026,DeathEvent,15363
2027,LeaveParentsEvent,1758
2027,LicenseEvent,7982
2027,ConstructionEvent,1492
2027,MoveEvent,33719
2027,DivorceEvent,1461
2027,MarriageEvent,5122
2027,EmploymentEvent,19876
2027,BirthEvent,4673
2027,RenovationEvent,460076
2027,MigrationEvent,1564
2027,BirthDayEvent,817708
2027,DemolitionEvent,461
2027,DeathEvent,15575
2028,LeaveParentsEvent,1704
2028,LicenseEvent,7274
2028,ConstructionEvent,703
2028,MoveEvent,34158
2028,DivorceEvent,1416
2028,MarriageEvent,4905
2028,EmploymentEvent,19810
2028,BirthEvent,4600
2028,RenovationEvent,461103
2028,MigrationEvent,1604
2028,BirthDayEvent,810148
2028,DemolitionEvent,454
2028,DeathEvent,15566
2029,LeaveParentsEvent,1735
2029,LicenseEvent,5924
2029,ConstructionEvent,729
2029,MoveEvent,34300
2029,DivorceEvent,1426
2029,MarriageEvent,4998
2029,EmploymentEvent,19099
2029,BirthEvent,4494
2029,RenovationEvent,461365
2029,MigrationEvent,1613
2029,BirthDayEvent,802534
2029,DemolitionEvent,444
2029,DeathEvent,15655
2030,LeaveParentsEvent,1814
2030,LicenseEvent,5433
2030,ConstructionEvent,736
2030,MoveEvent,34832
2030,DivorceEvent,1394
2030,MarriageEvent,4846
2030,EmploymentEvent,19851
2030,BirthEvent,4295
2030,RenovationEvent,461633
2030,MigrationEvent,1694
2030,BirthDayEvent,794770
2030,DemolitionEvent,449
2030,DeathEvent,15873
2031,LeaveParentsEvent,1888
2031,LicenseEvent,5446
2031,ConstructionEvent,873
2031,MoveEvent,34491
2031,DivorceEvent,1447
2031,MarriageEvent,4511
2031,EmploymentEvent,19942
2031,BirthEvent,4240
2031,RenovationEvent,461942
2031,MigrationEvent,1705
2031,BirthDayEvent,786888
2031,DemolitionEvent,429
2031,DeathEvent,15782
2032,LeaveParentsEvent,1806
2032,LicenseEvent,5420
2032,ConstructionEvent,709
2032,MoveEvent,35310
2032,DivorceEvent,1438
2032,MarriageEvent,4467
2032,EmploymentEvent,20288
2032,BirthEvent,4003
2032,RenovationEvent,462376
2032,MigrationEvent,1701
2032,BirthDayEvent,778868
2032,DemolitionEvent,408
2032,DeathEvent,15996
2033,LeaveParentsEvent,1767
2033,LicenseEvent,5262
2033,ConstructionEvent,506
2033,MoveEvent,35250
2033,DivorceEvent,1312
2033,MarriageEvent,4404
2033,BirthEvent,3931
2033,EmploymentEvent,19515
2033,RenovationEvent,462682
2033,MigrationEvent,1920
2033,BirthDayEvent,770500
2033,DemolitionEvent,426
2033,DeathEvent,15774
2034,LeaveParentsEvent,1811
2034,LicenseEvent,5160
2034,ConstructionEvent,510
2034,MoveEvent,36498
2034,DivorceEvent,1356
2034,MarriageEvent,4263
2034,BirthEvent,3658
2034,EmploymentEvent,19290
2034,RenovationEvent,462738
2034,MigrationEvent,1886
2034,BirthDayEvent,762773
2034,DemolitionEvent,472
2034,DeathEvent,15825
2035,LeaveParentsEvent,1672
2035,LicenseEvent,5077
2035,ConstructionEvent,496
2035,MoveEvent,36559
2035,DivorceEvent,1284
2035,MarriageEvent,4289
2035,EmploymentEvent,19003
2035,BirthEvent,3481
2035,RenovationEvent,462771
2035,MigrationEvent,1977
2035,BirthDayEvent,754414
2035,DemolitionEvent,501
2035,DeathEvent,15960
2036,LeaveParentsEvent,1689
2036,LicenseEvent,5080
2036,ConstructionEvent,1087
2036,MoveEvent,36729
2036,DivorceEvent,1291
2036,MarriageEvent,4124
2036,EmploymentEvent,18469
2036,BirthEvent,3242
2036,RenovationEvent,462754
2036,MigrationEvent,1971
2036,BirthDayEvent,746290
2036,DemolitionEvent,456
2036,DeathEvent,15757
2037,LeaveParentsEvent,1742
2037,LicenseEvent,4757
2037,ConstructionEvent,721
2037,MoveEvent,37313
2037,DivorceEvent,1177
2037,MarriageEvent,4021
2037,BirthEvent,3233
2037,EmploymentEvent,18497
2037,RenovationEvent,463409
2037,MigrationEvent,1995
2037,BirthDayEvent,737975
2037,DemolitionEvent,479
2037,DeathEvent,15651
2038,LeaveParentsEvent,1642
2038,LicenseEvent,4905
2038,ConstructionEvent,481
2038,MoveEvent,37156
2038,DivorceEvent,1287
2038,MarriageEvent,4005
2038,EmploymentEvent,18667
2038,BirthEvent,3020
2038,RenovationEvent,463660
2038,MigrationEvent,1946
2038,BirthDayEvent,729796
2038,DemolitionEvent,464
2038,DeathEvent,15581
2039,LeaveParentsEvent,1651
2039,LicenseEvent,4816
2039,ConstructionEvent,491
2039,MoveEvent,37126
2039,DivorceEvent,1228
2039,MarriageEvent,3985
2039,EmploymentEvent,18022
2039,BirthEvent,3009
2039,RenovationEvent,463673
2039,MigrationEvent,2047
2039,BirthDayEvent,721300
2039,DemolitionEvent,457
2039,DeathEvent,15626
2040,LeaveParentsEvent,1572
2040,LicenseEvent,4585
2040,ConstructionEvent,468
2040,MoveEvent,37295
2040,DivorceEvent,1236
2040,MarriageEvent,3854
2040,EmploymentEvent,17677
2040,BirthEvent,3027
2040,RenovationEvent,463710
2040,MigrationEvent,2074
2040,BirthDayEvent,712869
2040,DemolitionEvent,441
2040,DeathEvent,15714
2041,LeaveParentsEvent,1612
2041,LicenseEvent,4652
2041,ConstructionEvent,422
2041,MoveEvent,37557
2041,DivorceEvent,1156
2041,MarriageEvent,3940
2041,EmploymentEvent,17604
2041,BirthEvent,3014
2041,RenovationEvent,463743
2041,MigrationEvent,2248
2041,BirthDayEvent,704378
2041,DemolitionEvent,428
2041,DeathEvent,15784
2042,LeaveParentsEvent,1585
2042,LicenseEvent,4720
2042,ConstructionEvent,387
2042,MoveEvent,37431
2042,DivorceEvent,1170
2042,MarriageEvent,3841
2042,EmploymentEvent,17494
2042,BirthEvent,2940
2042,RenovationEvent,463723
2042,MigrationEvent,2254
2042,BirthDayEvent,696438
2042,DemolitionEvent,439
2042,DeathEvent,15426
2043,LeaveParentsEvent,1531
2043,LicenseEvent,4796
2043,ConstructionEvent,359
2043,MoveEvent,37534
2043,DivorceEvent,1198
2043,MarriageEvent,3839
2043,EmploymentEvent,16847
2043,BirthEvent,3095
2043,RenovationEvent,463670
2043,MigrationEvent,2163
2043,BirthDayEvent,688685
2043,DemolitionEvent,447
2043,DeathEvent,15030
2044,LeaveParentsEvent,1539
2044,LicenseEvent,4893
2044,ConstructionEvent,340
2044,MoveEvent,37421
2044,DivorceEvent,1057
2044,MarriageEvent,3767
2044,EmploymentEvent,17065
2044,BirthEvent,2984
2044,RenovationEvent,463578
2044,MigrationEvent,1918
2044,BirthDayEvent,681112
2044,DemolitionEvent,455
2044,DeathEvent,15016
2045,LeaveParentsEvent,1548
2045,LicenseEvent,5000
2045,ConstructionEvent,315
2045,MoveEvent,37471
2045,DivorceEvent,1177
2045,MarriageEvent,3671
2045,EmploymentEvent,16383
2045,BirthEvent,3032
2045,RenovationEvent,463459
2045,MigrationEvent,1941
2045,BirthDayEvent,672981
2045,DemolitionEvent,472
2045,DeathEvent,15013
2046,LeaveParentsEvent,1538
2046,LicenseEvent,5086
2046,ConstructionEvent,246
2046,MoveEvent,37545
2046,DivorceEvent,1102
2046,MarriageEvent,3619
2046,EmploymentEvent,16613
2046,BirthEvent,2925
2046,RenovationEvent,463326
2046,MigrationEvent,2011
2046,BirthDayEvent,664961
2046,DemolitionEvent,446
2046,DeathEvent,14661
2047,LeaveParentsEvent,1607
2047,LicenseEvent,5030
2047,ConstructionEvent,240
2047,MoveEvent,37545
2047,DivorceEvent,1156
2047,MarriageEvent,3586
2047,EmploymentEvent,16223
2047,BirthEvent,2983
2047,RenovationEvent,463140
2047,MigrationEvent,1871
2047,BirthDayEvent,657333
2047,DemolitionEvent,398
2047,DeathEvent,14667
2048,LeaveParentsEvent,1594
2048,LicenseEvent,4903
2048,ConstructionEvent,193
2048,MoveEvent,37680
2048,DivorceEvent,1102
2048,MarriageEvent,3527
2048,EmploymentEvent,15956
2048,BirthEvent,2837
2048,RenovationEvent,462968
2048,MigrationEvent,1914
2048,BirthDayEvent,649389
2048,DemolitionEvent,437
2048,DeathEvent,14728
2049,LeaveParentsEvent,1516
2049,LicenseEvent,4704
2049,ConstructionEvent,176
2049,MoveEvent,37462
2049,DivorceEvent,1081
2049,MarriageEvent,3533
2049,EmploymentEvent,16012
2049,BirthEvent,2903
2049,RenovationEvent,462702
2049,MigrationEvent,2038
2049,BirthDayEvent,641559
2049,DemolitionEvent,420
2049,DeathEvent,14178
