year,event,count
2021,DivorceEvent,478
2021,EducationEvent,3743
2021,MoveEvent,12532
2021,ConstructionEvent,516
2022,RenovationEvent,113495
2022,LeaveParentsEvent,703
2022,EmploymentEvent,5520
2022,MigrationEvent,1221
2022,DemolitionEvent,108
2022,BirthDayEvent,227912
2022,BirthEvent,1444
2022,LicenseEvent,2200
2022,DeathEvent,2968
2022,MarriageEvent,1444
2022,DivorceEvent,517
2022,EducationEvent,3993
2022,MoveEvent,12331
2022,ConstructionEvent,557
2023,RenovationEvent,113939
2023,LeaveParentsEvent,635
2023,EmploymentEvent,5749
2023,MigrationEvent,1281
2023,DemolitionEvent,100
2023,BirthDayEvent,228925
2023,BirthEvent,1367
2023,LicenseEvent,2368
2023,DeathEvent,3051
2023,MarriageEvent,1421
2023,DivorceEvent,480
2023,EducationEvent,5401
2023,MoveEvent,12590
2023,ConstructionEvent,550
2024,RenovationEvent,114398
2024,LeaveParentsEvent,700
2024,EmploymentEvent,5563
2024,MigrationEvent,1323
2024,DemolitionEvent,95
2024,BirthDayEvent,229885
2024,BirthEvent,1310
2024,LicenseEvent,2172
2024,DeathEvent,3121
2024,MarriageEvent,1392
2024,DivorceEvent,507
2024,EducationEvent,5040
2024,MoveEvent,12613
2024,ConstructionEvent,635
2025,RenovationEvent,114932
2025,LeaveParentsEvent,729
2025,EmploymentEvent,5580
2025,MigrationEvent,1437
2025,DemolitionEvent,103
2025,BirthDayEvent,230913
2025,BirthEvent,1313
2025,LicenseEvent,2243
2025,DeathEvent,3134
2025,MarriageEvent,1389
2025,DivorceEvent,485
2025,EducationEvent,4522
2025,MoveEvent,12435
2025,ConstructionEvent,663
2026,RenovationEvent,115495
2026,LeaveParentsEvent,727
2026,EmploymentEvent,5803
2026,MigrationEvent,1422
2026,DemolitionEvent,106
2026,BirthDayEvent,232053
2026,BirthEvent,1285
2026,LicenseEvent,2150
2026,DeathEvent,3278
2026,MarriageEvent,1509
2026,DivorceEvent,447
2026,EducationEvent,4545
2026,MoveEvent,12526
2026,ConstructionEvent,737
2027,RenovationEvent,116137
2027,LeaveParentsEvent,708
2027,EmploymentEvent,5754
2027,MigrationEvent,1495
2027,DemolitionEvent,98
2027,BirthDayEvent,233085
2027,BirthEvent,1259
2027,LicenseEvent,2395
2027,DeathEvent,3308
2027,MarriageEvent,1461
2027,DivorceEvent,468
2027,EducationEvent,4294
2027,MoveEvent,12306
2027,ConstructionEvent,828
2028,RenovationEvent,116854
2028,LeaveParentsEvent,697
2028,EmploymentEvent,5692
2028,MigrationEvent,1549
2028,DemolitionEvent,96
2028,BirthDayEvent,234250
2028,BirthEvent,1248
2028,LicenseEvent,2534
2028,DeathEvent,3290
2028,MarriageEvent,1478
2028,DivorceEvent,489
2028,EducationEvent,4228
2028,MoveEvent,12506
2028,ConstructionEvent,791
2029,RenovationEvent,117562
2029,LeaveParentsEvent,764
2029,EmploymentEvent,5572
2029,MigrationEvent,1551
2029,DemolitionEvent,89
2029,BirthDayEvent,235374
2029,BirthEvent,1265
2029,LicenseEvent,2173
2029,DeathEvent,3305
2029,MarriageEvent,1407
2029,DivorceEvent,469
2029,EducationEvent,4186
2029,MoveEvent,12455
2029,ConstructionEvent,814
2030,RenovationEvent,118272
2030,LeaveParentsEvent,707
2030,EmploymentEvent,5718
2030,MigrationEvent,1582
2030,DemolitionEvent,98
2030,BirthDayEvent,236421
2030,BirthEvent,1226
2030,LicenseEvent,2071
2030,DeathEvent,3611
2030,MarriageEvent,1475
2030,DivorceEvent,432
2030,EducationEvent,3730
2030,MoveEvent,12433
2030,ConstructionEvent,914
2031,RenovationEvent,119083
2031,LeaveParentsEvent,756
2031,EmploymentEvent,5613
2031,MigrationEvent,1687
2031,DemolitionEvent,115
2031,BirthDayEvent,237178
2031,BirthEvent,1284
2031,LicenseEvent,2054
2031,DeathEvent,3715
2031,MarriageEvent,1467
2031,DivorceEvent,453
2031,EducationEvent,4351
2031,MoveEvent,12418
2031,ConstructionEvent,798
2032,RenovationEvent,119775
2032,LeaveParentsEvent,687
2032,EmploymentEvent,5525
2032,MigrationEvent,1737
2032,DemolitionEvent,101
2032,BirthDayEvent,238287
2032,BirthEvent,1284
2032,LicenseEvent,2075
2032,DeathEvent,3781
2032,MarriageEvent,1491
2032,DivorceEvent,454
2032,EducationEvent,4408
2032,MoveEvent,12559
2032,ConstructionEvent,787
2033,RenovationEvent,120465
2033,LeaveParentsEvent,767
2033,EmploymentEvent,5787
2033,MigrationEvent,1803
2033,DemolitionEvent,105
2033,BirthDayEvent,239458
2033,BirthEvent,1338
2033,LicenseEvent,2077
2033,DeathEvent,3789
2033,MarriageEvent,1541
2033,DivorceEvent,457
2033,EducationEvent,4410
2033,MoveEvent,12618
2033,ConstructionEvent,776
2034,RenovationEvent,121145
2034,LeaveParentsEvent,722
2034,EmploymentEvent,5590
2034,MigrationEvent,1764
2034,DemolitionEvent,81
2034,BirthDayEvent,240732
2034,BirthEvent,1318
2034,LicenseEvent,2002
2034,DeathEvent,3809
2034,MarriageEvent,1504
2034,DivorceEvent,456
2034,EducationEvent,4380
2034,MoveEvent,13046
2034,ConstructionEvent,869
2035,RenovationEvent,121920
2035,LeaveParentsEvent,645
2035,EmploymentEvent,5532
2035,MigrationEvent,1803
2035,DemolitionEvent,94
2035,BirthDayEvent,241887
2035,BirthEvent,1349
2035,LicenseEvent,2009
2035,DeathEvent,3946
2035,MarriageEvent,1580
2035,DivorceEvent,444
2035,EducationEvent,4332
2035,MoveEvent,12904
2035,ConstructionEvent,798
2036,RenovationEvent,122629
2036,LeaveParentsEvent,675
2036,EmploymentEvent,5650
2036,MigrationEvent,1853
2036,DemolitionEvent,92
2036,BirthDayEvent,242975
2036,BirthEvent,1362
2036,LicenseEvent,1925
2036,DeathEvent,3992
2036,MarriageEvent,1491
2036,DivorceEvent,443
2036,EducationEvent,4230
2036,MoveEvent,12987
2036,ConstructionEvent,748
2037,RenovationEvent,123284
2037,LeaveParentsEvent,716
2037,EmploymentEvent,5245
2037,MigrationEvent,1922
2037,DemolitionEvent,108
2037,BirthDayEvent,244118
2037,BirthEvent,1333
2037,LicenseEvent,1980
2037,DeathEvent,4038
2037,MarriageEvent,1549
2037,DivorceEvent,499
2037,EducationEvent,4752
2037,MoveEvent,13154
2037,ConstructionEvent,747
2038,RenovationEvent,123917
2038,LeaveParentsEvent,702
2038,EmploymentEvent,5377
2038,MigrationEvent,1938
2038,DemolitionEvent,99
2038,BirthDayEvent,245246
2038,BirthEvent,1342
2038,LicenseEvent,1948
2038,DeathEvent,4051
2038,MarriageEvent,1478
2038,DivorceEvent,493
2038,EducationEvent,4975
2038,MoveEvent,12907
2038,ConstructionEvent,888
2039,RenovationEvent,124709
2039,LeaveParentsEvent,644
2039,EmploymentEvent,5695
2039,MigrationEvent,1951
2039,DemolitionEvent,102
2039,BirthDayEvent,246520
2039,BirthEvent,1375
2039,LicenseEvent,1892
2039,DeathEvent,4143
2039,MarriageEvent,1486
2039,DivorceEvent,443
2039,EducationEvent,5091
2039,MoveEvent,12737
2039,ConstructionEvent,899
2040,RenovationEvent,125506
2040,LeaveParentsEvent,650
2040,EmploymentEvent,5538
2040,MigrationEvent,2002
2040,DemolitionEvent,100
2040,BirthDayEvent,247598
2040,BirthEvent,1358
2040,LicenseEvent,1842
2040,DeathEvent,4357
2040,MarriageEvent,1557
2040,DivorceEvent,434
2040,EducationEvent,5005
2040,MoveEvent,12520
2040,ConstructionEvent,869
2041,RenovationEvent,126277
2041,LeaveParentsEvent,671
2041,EmploymentEvent,5480
2041,MigrationEvent,2064
2041,DemolitionEvent,100
2041,BirthDayEvent,248654
2041,BirthEvent,1393
2041,LicenseEvent,1924
2041,DeathEvent,4403
2041,MarriageEvent,1455
2041,DivorceEvent,479
2041,EducationEvent,5004
2041,MoveEvent,12597
2041,ConstructionEvent,926
2042,RenovationEvent,127093
2042,LeaveParentsEvent,642
2042,EmploymentEvent,5416
2042,MigrationEvent,2119
2042,DemolitionEvent,121
2042,BirthDayEvent,249857
2042,BirthEvent,1371
2042,LicenseEvent,1790
2042,DeathEvent,4406
2042,MarriageEvent,1514
2042,DivorceEvent,470
2042,EducationEvent,5021
2042,MoveEvent,12627
2042,ConstructionEvent,835
2043,RenovationEvent,127816
2043,LeaveParentsEvent,625
2043,EmploymentEvent,5461
2043,MigrationEvent,2106
2043,DemolitionEvent,104
2043,BirthDayEvent,250948
2043,BirthEvent,1302
2043,LicenseEvent,1759
2043,DeathEvent,4741
2043,MarriageEvent,1476
2043,DivorceEvent,449
2043,EducationEvent,5069
2043,MoveEvent,12761
2043,ConstructionEvent,919
2044,RenovationEvent,128620
2044,LeaveParentsEvent,652
2044,EmploymentEvent,5531
2044,MigrationEvent,2304
2044,DemolitionEvent,114
2044,BirthDayEvent,251774
2044,BirthEvent,1352
2044,LicenseEvent,1712
2044,DeathEvent,4818
2044,MarriageEvent,1507
2044,DivorceEvent,402
2044,EducationEvent,4949
2044,MoveEvent,12674
2044,ConstructionEvent,853
2045,RenovationEvent,129363
2045,LeaveParentsEvent,617
2045,EmploymentEvent,5421
2045,MigrationEvent,2357
2045,DemolitionEvent,116
2045,BirthDayEvent,253129
2045,BirthEvent,1381
2045,LicenseEvent,1749
2045,DeathEvent,4886
2045,MarriageEvent,1528
2045,DivorceEvent,447
2045,EducationEvent,5065
2045,MoveEvent,12719
2045,ConstructionEvent,840
2046,RenovationEvent,130083
2046,LeaveParentsEvent,600
2046,EmploymentEvent,5435
2046,MigrationEvent,2352
2046,DemolitionEvent,102
2046,BirthDayEvent,254260
2046,BirthEvent,1386
2046,LicenseEvent,1669
2046,DeathEvent,5051
2046,MarriageEvent,1455
2046,DivorceEvent,482
2046,EducationEvent,5010
2046,MoveEvent,12814
2046,ConstructionEvent,877
2047,RenovationEvent,130857
2047,LeaveParentsEvent,615
2047,EmploymentEvent,5591
2047,MigrationEvent,2453
2047,DemolitionEvent,123
2047,BirthDayEvent,255329
2047,BirthEvent,1374
2047,LicenseEvent,1718
2047,DeathEvent,5199
2047,MarriageEvent,1481
2047,DivorceEvent,422
2047,EducationEvent,5019
2047,MoveEvent,12771
2047,ConstructionEvent,837
2048,RenovationEvent,131562
2048,LeaveParentsEvent,620
2048,EmploymentEvent,5470
2048,MigrationEvent,2574
2048,DemolitionEvent,134
2048,BirthDayEvent,256443
2048,BirthEvent,1325
2048,LicenseEvent,1667
2048,DeathEvent,5208
2048,MarriageEvent,1472
2048,DivorceEvent,438
2048,EducationEvent,5140
2048,MoveEvent,12779
2048,ConstructionEvent,832
2049,RenovationEvent,132286
2049,LeaveParentsEvent,601
2049,EmploymentEvent,5553
2049,MigrationEvent,2612
2049,DemolitionEvent,98
2049,BirthDayEvent,257640
2049,BirthEvent,1331
2049,LicenseEvent,1695
2049,DeathEvent,5412
2049,MarriageEvent,1465
2049,DivorceEvent,469
2049,EducationEvent,5019
2049,MoveEvent,13199
2049,ConstructionEvent,939
