year,Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
2034,30000,2788,3252,3710,3141,2354,1616,1154,803,506,1584,1049
2034,40000,2149,2362,2676,2426,1935,1376,1011,716,520,1703,1173
2034,50000,1440,1501,1971,1800,1428,1073,779,569,400,1540,1272
2034,60000,915,1082,1431,1220,1033,816,595,452,348,1110,1292
2034,70000,506,594,763,691,609,504,347,263,197,689,1328
2034,80000,264,305,389,361,318,249,182,126,94,381,1366
2034,90000,131,172,205,194,174,119,79,72,59,186,1355
2034,100000,171,243,290,265,236,207,147,88,67,245,1301
2035,10000,4002,4877,5191,3511,2212,1349,792,448,274,839,787
2035,20000,3888,4183,4778,3560,2385,1639,1005,672,473,1356,924
2035,30000,2927,3116,3629,3069,2344,1695,1170,831,549,1681,1071
2035,40000,2188,2258,2643,2382,1927,1429,1039,777,516,1851,1213
2035,50000,1497,1411,1897,1808,1397,1164,784,601,428,1675,1318
2035,60000,989,978,1361,1232,1109,806,618,485,355,1198,1326
2035,70000,497,561,738,650,574,526,372,256,205,691,1370
2035,80000,270,290,391,368,350,243,180,138,100,423,1407
2035,90000,141,155,193,192,146,149,89,75,62,193,1359
2035,100000,163,230,277,259,227,193,147,87,72,264,1381
2036,10000,4110,4590,5069,3534,2206,1397,833,488,298,916,809
2036,20000,3992,3994,4712,3554,2418,1644,1082,706,496,1517,955
2036,30000,3062,2950,3537,3062,2388,1790,1202,813,553,1863,1104
2036,40000,2327,2125,2603,2384,1939,1464,1138,769,540,1835,1216
2036,50000,1513,1320,1864,1762,1430,1202,827,641,486,1746,1352
2036,60000,1072,945,1296,1216,1061,852,659,503,378,1302,1372
2036,70000,518,503,703,659,568,521,363,288,217,719,1412
2036,80000,275,272,377,353,322,267,184,132,105,427,1425
2036,90000,133,146,165,203,150,149,107,67,69,216,1415
2036,100000,167,222,272,261,210,188,142,85,77,273,1407
2037,10000,4294,4347,4898,3652,2292,1418,901,548,350,1046,840
2037,20000,4090,3729,4565,3519,2450,1712,1099,713,527,1686,985
2037,30000,3232,2754,3430,3006,2369,1844,1235,879,605,2003,1142
2037,40000,2360,1976,2501,2396,1893,1489,1167,812,579,2032,1275
2037,50000,1592,1296,1810,1726,1555,1198,883,690,510,1903,1388
2037,60000,1096,847,1260,1139,1031,866,666,500,358,1412,1424
2037,70000,492,504,680,674,558,506,387,277,237,844,1488
2037,80000,289,251,342,352,303,280,195,129,110,436,1452
2037,90000,133,116,155,201,129,157,119,68,71,243,1524
2037,100000,179,196,252,252,227,187,131,103,80,295,1454
2038,10000,4500,4115,4936,3540,2370,1477,933,605,387,1136,860
2038,20000,4219,3498,4400,3473,2488,1766,1196,782,544,1878,1028
2038,30000,3299,2546,3344,2963,2357,1879,1357,926,680,2159,1179
2038,40000,2504,1827,2453,2358,1890,1517,1177,837,615,2096,1276
2038,50000,1669,1206,1704,1673,1481,1241,994,686,559,2023,1421
2038,60000,1115,757,1175,1162,1043,875,639,555,413,1560,1496
2038,70000,523,446,665,631,566,537,391,303,214,896,1528
2038,80000,276,224,327,340,295,253,213,170,114,477,1511
2038,90000,162,131,159,189,135,152,117,86,62,263,1535
2038,100000,174,169,231,243,220,179,143,92,75,310,1523
2039,10000,4663,3872,4785,3580,2396,1571,968,668,404,1338,893
2039,20000,4459,3291,4200,3499,2512,1720,1195,811,526,2014,1055
2039,30000,3392,2424,3352,2917,2294,1832,1334,945,698,2362,1213
2039,40000,2589,1674,2432,2282,1917,1531,1219,855,633,2305,1331
2039,50000,1705,1098,1656,1607,1445,1252,1002,728,585,2246,1486
2039,60000,1152,761,1134,1217,1025,854,696,540,424,1683,1538
2039,70000,556,398,636,631,568,527,391,317,227,1012,1586
2039,80000,256,196,313,320,306,270,196,171,140,518,1611
2039,90000,165,102,163,165,148,130,117,82,58,270,1593
2039,100000,183,160,224,227,215,186,136,96,87,335,1584
2040,10000,4907,3575,4605,3530,2440,1529,1055,717,463,1406,912
2040,20000,4617,3079,4155,3460,2524,1778,1199,816,599,2198,1078
2040,30000,3591,2181,3272,2873,2386,1847,1387,1024,692,2552,1238
2040,40000,2682,1468,2341,2281,1883,1597,1232,921,676,2494,1382
2040,50000,1707,1005,1568,1585,1398,1237,1047,753,623,2391,1533
2040,60000,1214,717,1063,1144,1032,863,713,571,437,1861,1586
2040,70000,580,329,616,608,532,523,400,316,277,1085,1688
2040,80000,273,175,297,313,293,244,218,188,154,558,1658
2040,90000,133,100,165,147,145,141,115,87,60,290,1659
2040,100000,185,151,200,206,197,186,142,90,94,350,1679
2041,10000,5120,3321,4574,3515,2464,1671,1031,708,489,1525,927
2041,20000,4893,2898,4115,3480,2511,1790,1253,835,595,2253,1080
2041,30000,3630,2000,3162,2893,2346,1896,1414,1050,741,2636,1266
2041,40000,2827,1386,2280,2210,1974,1579,1240,941,717,2642,1397
2041,50000,1770,866,1544,1526,1399,1260,1054,760,622,2596,1613
2041,60000,1257,664,1051,1100,1021,897,755,574,408,2008,1633
2041,70000,592,321,536,584,569,489,414,328,312,1177,1757
2041,80000,296,153,287,299,285,245,236,152,159,595,1711
2041,90000,138,103,130,137,132,125,90,88,87,324,1815
2041,100000,184,124,184,218,196,196,146,100,82,367,1712
2042,10000,5377,3086,4471,3484,2515,1706,1042,772,542,1652,944
2042,20000,5129,2681,4042,3427,2496,1817,1292,860,628,2364,1101
2042,30000,3754,1827,3046,2856,2411,1935,1436,1101,769,2817,1299
2042,40000,2780,1245,2218,2172,1941,1549,1271,974,780,2848,1451
2042,50000,1880,829,1441,1507,1436,1246,1034,816,642,2782,1645
2042,60000,1243,566,1002,1046,1020,878,814,569,455,2237,1736
2042,70000,601,305,494,567,515,505,429,342,288,1272,1814
2042,80000,297,132,272,275,272,270,230,183,147,641,1844
2042,90000,136,88,136,159,123,125,98,79,80,365,1865
2042,100000,176,109,191,189,178,186,133,120,77,373,1754
2043,10000,5580,2846,4333,3510,2530,1725,1083,713,539,1765,963
2043,20000,5373,2510,3947,3294,2526,1856,1300,887,684,2465,1115
2043,30000,3874,1713,2880,2850,2351,1952,1510,1122,871,3008,1336
2043,40000,2903,1152,2134,2136,1887,1620,1282,1036,792,3065,1494
2043,50000,1914,756,1361,1484,1421,1239,1077,843,675,2922,1683
2043,60000,1248,495,924,981,1012,911,788,630,504,2323,1802
2043,70000,657,285,466,561,555,494,417,364,283,1353,1853
2043,80000,295,129,262,251,282,272,226,172,144,685,1911
2043,90000,141,71,135,140,121,137,121,77,86,378,1992
2043,100000,163,91,171,186,167,185,133,104,85,379,1771
2044,10000,5829,2610,4340,3543,2497,1744,1055,736,534,1875,979
2044,20000,5597,2324,3813,3225,2472,1853,1250,910,690,2661,1152
2044,30000,3940,1529,2822,2741,2394,1902,1533,1194,853,3172,1353
2044,40000,3044,1078,2108,2108,1958,1662,1298,1047,798,3302,1530
2044,50000,1859,725,1296,1473,1405,1292,1101,900,723,3083,1747
2044,60000,1336,438,898,958,961,922,776,649,522,2502,1866
2044,70000,652,227,471,536,547,527,445,387,297,1403,1925
2044,80000,307,124,235,254,264,243,247,160,151,724,1961
2044,90000,148,65,117,125,122,141,104,84,76,381,2062
2044,100000,173,85,157,168,167,180,130,114,93,383,1849
2045,10000,6081,2406,4201,3628,2487,1730,1080,763,559,1985,988
2045,20000,5702,2128,3706,3175,2519,1845,1247,917,660,2883,1185
2045,30000,4123,1423,2663,2650,2391,1979,1514,1197,889,3358,1394
2045,40000,3107,979,2074,2062,1941,1670,1329,1090,848,3537,1586
2045,50000,1945,636,1245,1443,1387,1239,1109,898,720,3288,1799
2045,60000,1334,425,850,932,942,960,748,649,562,2682,1952
2045,70000,656,213,436,551,528,525,450,348,317,1524,2001
2045,80000,296,97,212,247,265,220,244,191,140,797,2075
2045,90000,152,60,103,141,120,137,119,109,75,374,2042
2045,100000,173,74,157,149,146,160,133,128,75,411,1935
2046,10000,6335,2259,4077,3569,2461,1731,1116,781,572,2122,1018
2046,20000,5946,1910,3602,3180,2439,1937,1254,945,702,2912,1206
2046,30000,4245,1280,2585,2655,2427,1951,1535,1230,929,3615,1447
2046,40000,3186,915,1949,2054,1902,1656,1366,1134,879,3686,1628
2046,50000,1969,593,1217,1395,1420,1233,1102,892,745,3537,1859
2046,60000,1377,403,786,933,930,904,787,663,549,2746,2008
2046,70000,680,197,429,497,520,540,457,350,306,1651,2092
2046,80000,297,79,213,246,245,238,229,186,136,796,2105
2046,90000,153,56,112,130,119,110,132,99,85,376,2058
2046,100000,175,69,130,136,148,162,124,116,93,441,2127
2047,10000,6553,2052,3952,3531,2561,1707,1174,849,580,2186,1036
2047,20000,6084,1766,3443,3170,2440,1904,1303,947,716,3063,1228
2047,30000,4359,1172,2496,2671,2366,1946,1580,1242,893,3837,1478
2047,40000,3359,852,1893,2012,1908,1677,1385,1095,883,3903,1673
2047,50000,2009,544,1143,1364,1424,1184,1100,910,749,3813,1950
2047,60000,1399,352,798,903,913,919,788,670,541,2895,2057
2047,70000,703,176,414,467,496,514,464,383,272,1690,2173
2047,80000,323,78,189,206,236,239,231,159,141,879,2231
2047,90000,142,48,105,132,126,111,129,98,91,384,2177
2047,100000,173,55,144,139,149,131,124,119,95,446,2105
2048,10000,6791,1945,3782,3500,2524,1760,1216,809,616,2411,1076
2048,20000,6294,1626,3267,3165,2383,1931,1396,925,725,3244,1273
2048,30000,4393,1096,2349,2648,2310,1916,1608,1332,941,4054,1530
2048,40000,3498,747,1804,2018,1885,1672,1338,1152,883,4169,1703
2048,50000,2147,502,1076,1342,1358,1252,1142,950,753,3997,2023
2048,60000,1400,331,734,899,912,867,783,692,534,2921,2115
2048,70000,697,168,415,455,488,504,439,380,308,1810,2266
2048,80000,323,78,177,201,244,217,225,171,147,907,2341
2048,90000,152,50,101,110,139,113,123,108,89,426,2231
2048,100000,172,50,117,142,124,130,130,121,81,463,2183
2049,10000,7024,1754,3607,3430,2527,1862,1200,815,636,2569,1110
2049,20000,6542,1423,3150,3148,2378,1871,1414,1025,728,3442,1301
2049,30000,4565,1042,2218,2632,2222,1938,1590,1290,973,4303,1597
2049,40000,3591,697,1705,1967,1853,1651,1386,1180,879,4402,1757
2049,50000,2196,441,1085,1372,1384,1189,1164,923,748,4191,2076
2049,60000,1427,281,688,867,887,838,790,655,530,3133,2225
2049,70000,711,152,373,450,476,511,443,395,293,1907,2392
2049,80000,341,81,192,198,241,235,215,166,141,946,2378
2049,90000,151,42,92,106,135,99,114,106,70,479,2502
2049,100000,173,48,110,119,130,119,128,111,78,466,2194
