year,age,men,women
4,83,64,29
4,84,51,15
4,85,0,0
4,86,0,0
4,87,0,0
4,88,0,0
4,89,0,0
4,90,0,0
4,91,0,0
4,92,0,0
4,93,0,0
4,94,0,0
4,95,0,0
4,96,0,0
4,97,0,0
4,98,0,0
4,99,0,0
4,100,0,0
5,0,56,47
5,1,59,55
5,2,56,75
5,3,94,75
5,4,72,68
5,5,90,92
5,6,90,97
5,7,56,54
5,8,26,43
5,9,52,29
5,10,25,35
5,11,27,56
5,12,21,44
5,13,34,38
5,14,51,19
5,15,22,22
5,16,35,63
5,17,27,16
5,18,35,27
5,19,45,24
5,20,25,15
5,21,16,15
5,22,6,30
5,23,11,55
5,24,363,327
5,25,0,27
5,26,44,72
5,27,92,46
5,28,95,54
5,29,50,57
5,30,61,62
5,31,65,67
5,32,54,45
5,33,65,95
5,34,60,81
5,35,56,113
5,36,95,73
5,37,55,93
5,38,92,93
5,39,127,76
5,40,43,77
5,41,47,97
5,42,83,87
5,43,101,49
5,44,120,82
5,45,91,83
5,46,54,44
5,47,72,56
5,48,53,84
5,49,86,72
5,50,121,114
5,51,91,83
5,52,73,66
5,53,88,61
5,54,56,66
5,55,57,62
5,56,92,89
5,57,82,87
5,58,58,79
5,59,64,72
5,60,89,79
5,61,59,72
5,62,60,63
5,63,68,69
5,64,73,99
5,65,102,85
5,66,70,71
5,67,48,76
5,68,41,57
5,69,60,91
5,70,59,117
5,71,61,72
5,72,58,89
5,73,105,62
5,74,57,54
5,75,77,66
5,76,56,50
5,77,53,43
5,78,58,72
5,79,64,73
5,80,89,51
5,81,50,32
5,82,38,49
5,83,57,25
5,84,58,27
5,85,44,15
5,86,0,0
5,87,0,0
5,88,0,0
5,89,0,0
5,90,0,0
5,91,0,0
5,92,0,0
5,93,0,0
5,94,0,0
5,95,0,0
5,96,0,0
5,97,0,0
5,98,0,0
5,99,0,0
5,100,0,0
6,0,64,45
6,1,56,47
6,2,59,55
6,3,56,75
6,4,94,75
6,5,72,69
6,6,91,92
6,7,90,97
6,8,56,54
6,9,26,43
6,10,52,29
6,11,25,35
6,12,27,55
6,13,21,44
6,14,34,38
6,15,51,19
6,16,22,22
6,17,35,63
6,18,29,16
6,19,35,27
6,20,45,24
6,21,25,15
6,22,16,15
6,23,6,30
6,24,11,56
6,25,363,327
6,26,1,27
6,27,44,72
6,28,92,46
6,29,94,54
6,30,50,57
6,31,61,62
6,32,64,67
6,33,54,45
6,34,65,95
6,35,60,80
6,36,56,113
6,37,95,73
6,38,55,93
6,39,92,93
6,40,127,76
6,41,43,77
6,42,48,97
6,43,83,88
6,44,102,49
6,45,120,82
6,46,91,83
6,47,54,44
6,48,72,55
6,49,52,84
6,50,85,73
6,51,121,114
6,52,92,82
6,53,71,66
6,54,88,61
6,55,56,66
6,56,56,62
6,57,91,90
6,58,81,87
6,59,56,78
6,60,64,72
6,61,89,80
6,62,59,70
6,63,59,62
6,64,66,69
6,65,71,99
6,66,102,84
6,67,70,72
6,68,47,76
6,69,39,56
6,70,56,90
6,71,57,117
6,72,59,72
6,73,56,89
6,74,104,61
6,75,54,51
6,76,73,63
6,77,53,50
6,78,53,42
6,79,56,69
6,80,64,69
6,81,82,50
6,82,47,29
6,83,34,45
6,84,51,25
6,85,53,25
6,86,39,14
6,87,0,0
6,88,0,0
6,89,0,0
6,90,0,0
6,91,0,0
6,92,0,0
6,93,0,0
6,94,0,0
6,95,0,0
6,96,0,0
6,97,0,0
6,98,0,0
6,99,0,0
6,100,0,0
7,0,55,52
7,1,64,44
7,2,56,47
7,3,59,55
7,4,56,75
7,5,94,75
7,6,72,69
7,7,92,92
7,8,90,97
7,9,56,54
7,10,26,43
7,11,52,29
7,12,25,34
7,13,27,55
7,14,21,43
7,15,34,38
7,16,50,19
7,17,22,22
7,18,34,63
7,19,29,16
7,20,35,27
7,21,45,24
7,22,26,15
7,23,16,15
7,24,6,30
7,25,11,56
7,26,361,327
7,27,1,28
7,28,44,72
7,29,92,46
7,30,94,54
7,31,50,57
7,32,62,62
7,33,64,67
7,34,54,45
7,35,65,95
7,36,60,80
7,37,56,113
7,38,95,73
7,39,55,93
7,40,92,93
7,41,126,76
7,42,43,77
7,43,48,97
7,44,83,88
7,45,102,49
7,46,120,82
7,47,90,83
7,48,54,44
7,49,72,55
7,50,51,84
7,51,85,73
7,52,121,114
7,53,92,82
7,54,71,66
7,55,87,60
7,56,56,65
7,57,55,62
7,58,89,89
7,59,79,87
7,60,56,77
7,61,64,73
7,62,87,81
7,63,59,70
7,64,57,62
7,65,67,68
7,66,70,98
7,67,101,83
7,68,67,71
7,69,47,74
7,70,38,54
7,71,56,90
7,72,56,116
7,73,57,72
7,74,55,87
7,75,102,59
7,76,52,50
7,77,71,63
7,78,53,47
7,79,50,42
7,80,52,65
7,81,60,68
7,82,75,47
7,83,43,28
7,84,33,41
7,85,45,24
7,86,50,25
7,87,28,13
7,88,0,0
7,89,0,0
7,90,0,0
7,91,0,0
7,92,0,0
7,93,0,0
7,94,0,0
7,95,0,0
7,96,0,0
7,97,0,0
7,98,0,0
7,99,0,0
7,100,0,0
8,0,57,55
8,1,55,50
8,2,64,44
8,3,56,47
8,4,59,55
8,5,56,76
8,6,94,75
8,7,72,69
8,8,92,92
8,9,90,97
8,10,56,54
8,11,26,43
8,12,52,29
8,13,25,34
8,14,27,56
8,15,21,43
8,16,34,38
8,17,50,19
8,18,22,23
8,19,34,63
8,20,29,16
8,21,35,27
8,22,45,24
8,23,26,15
8,24,16,15
8,25,6,30
8,26,11,56
8,27,361,327
8,28,1,28
8,29,44,72
8,30,92,46
8,31,94,54
8,32,50,57
8,33,62,62
8,34,63,67
8,35,54,45
8,36,65,95
8,37,60,80
8,38,56,113
8,39,95,74
8,40,55,92
8,41,92,93
8,42,126,76
8,43,43,77
8,44,48,97
8,45,83,88
8,46,102,49
8,47,120,82
8,48,90,83
8,49,53,44
