Zone,ID_county,Area,msa,centroidX,centroidY,distanceToTransit,BBSR_Type,Region2,Region_v0,Region
1460,325182,0.102824989,1,383361.8361,3782514.646,874.9126226,10,37208,8,8
1461,325183,0.102819997,1,382791.5731,3782983.86,489.5294883,10,37208,8,8
1462,325184,0.102819982,1,383367.5708,3782976.693,507.7527552,10,37208,8,8
1463,325191,0.102825004,1,383937.8617,3782507.515,785.386099,10,37208,8,8
1464,325192,0.102824989,1,384513.8867,3782500.419,485.0430226,10,37208,8,8
1465,325193,0.102819997,1,383943.568,3782969.562,565.6432198,10,37208,8,8
1466,325194,0.102819982,1,384519.5647,3782962.465,91.89057853,10,37208,8,8
1467,325221,0.10281502,1,375885.6632,3783534.673,260.915418,10,37208,8,8
1468,325222,0.102815034,1,376461.6389,3783527.081,512.0221751,10,37208,8,8
1469,325223,0.102810034,1,375891.7675,3783996.726,164.5070647,10,37208,8,8
1470,325224,0.102810049,1,376467.7149,3783989.134,279.7165038,10,37208,8,8
1471,325231,0.10281502,1,377037.6141,3783519.525,214.4123367,10,37208,8,8
1472,325232,0.102815034,1,377613.5888,3783512.005,519.5121951,10,37208,8,8
1473,325233,0.102810034,1,377043.6618,3783981.578,285.0277941,10,37208,8,8
1474,325234,0.102810049,1,377619.6081,3783974.057,552.4038725,10,37208,8,8
1475,325241,0.10281502,1,378189.5629,3783504.519,521.9439157,10,37208,8,8
1476,325242,0.102815034,1,378765.5365,3783497.069,135.9090579,10,37208,8,8
1477,325243,0.102810034,1,378195.5539,3783966.571,113.045539,10,37208,8,8
1478,325244,0.102810049,1,378771.4991,3783959.121,203.0590548,10,37208,8,8
1479,325251,0.10281502,1,379341.5095,3783489.655,171.6812064,10,37208,8,8
1480,325252,0.102815034,1,379917.482,3783482.275,535.311027,10,37208,8,8
1481,325253,0.102810034,1,379347.4438,3783951.705,272.5710586,10,37208,8,8
1482,325254,0.102810049,1,379923.388,3783944.326,128.9780916,10,37208,8,8
1483,325261,0.102815034,1,380493.4541,3783474.931,357.3355257,10,37208,8,8
1484,325262,0.10281502,1,381069.4255,3783467.623,220.4696287,10,37208,8,8
1485,325263,0.102810049,1,380499.3317,3783936.981,47.14657649,10,37208,8,8
1486,325264,0.102810034,1,381075.2748,3783929.672,491.6719468,10,37208,8,8
1487,325271,0.102815034,1,381645.3964,3783460.349,396.2271252,10,37208,8,8
1488,325272,0.10281502,1,382221.3668,3783453.111,247.693391,10,37208,8,8
1489,325273,0.102810049,1,381651.2174,3783922.398,709.7665267,10,37208,8,8
1490,325274,0.102810034,1,382227.1594,3783915.16,701.816577,10,37208,8,8
1491,325281,0.102815034,1,382797.3367,3783445.908,277.7802169,10,37208,8,8
1492,325282,0.10281502,1,383373.3061,3783438.741,308.7636077,10,37208,8,8
1493,325283,0.102810049,1,382803.101,3783907.957,491.9357182,10,37208,8,8
1494,325284,0.102810034,1,383379.042,3783900.789,100.1579668,10,37208,8,8
1495,325291,0.102815034,1,383949.2749,3783431.609,315.9461538,10,37208,8,8
1496,325292,0.10281502,1,384525.2433,3783424.512,372.3156288,10,37208,8,8
1497,325293,0.102810049,1,383954.9825,3783893.656,159.262287,10,37208,8,8
1498,325294,0.102810034,1,384530.9225,3783886.559,323.147213,10,37208,8,8
1499,325312,0.102805041,1,375321.9529,3784466.407,54.3865034,10,37208,8,8
1500,325313,0.102800061,1,374752.1951,3784936.125,440.2653149,10,37208,8,8
1501,325314,0.102800076,1,375328.0869,3784928.462,132.6633853,10,37208,8,8
1502,325321,0.102805026,1,375897.8725,3784458.78,221.4460281,10,37208,8,8
1503,325322,0.102805041,1,376473.7916,3784451.187,266.597817,10,37208,8,8
1504,325323,0.102800061,1,375903.9782,3784920.834,61.73009945,10,37208,8,8
1505,325324,0.102800076,1,376479.8689,3784913.241,252.49928,10,37208,8,8
1506,325331,0.102805026,1,377049.7101,3784443.631,516.3844492,10,37208,8,8
1507,325332,0.102805041,1,377625.6281,3784436.109,753.9994721,10,37208,8,8
1508,325333,0.102800061,1,377055.759,3784905.684,509.2394125,10,37208,8,8
1509,325334,0.102800076,1,377631.6487,3784898.162,883.773904,10,37208,8,8
1510,325341,0.102805026,1,378201.5455,3784428.623,216.2054167,10,37208,8,8
1511,325342,0.102805041,1,378777.4624,3784421.172,385.7708261,10,37208,8,8
1512,325343,0.102800061,1,378207.5378,3784890.675,352.9550655,10,37208,8,8
1513,325344,0.102800076,1,378783.4263,3784883.224,234.8938077,10,37208,8,8
1514,325351,0.102805026,1,379353.3787,3784413.756,193.1264492,10,37208,8,8
1515,325352,0.102805041,1,379929.2946,3784406.376,183.3602746,10,37208,8,8
1516,325353,0.102800061,1,379359.3143,3784875.808,227.3909428,10,37208,8,8
1517,325354,0.102800076,1,379935.2018,3784868.427,334.7608797,10,37208,8,8
1518,325361,0.102805041,1,380505.2099,3784399.031,50.18236054,10,37208,8,8
1519,325362,0.102805026,1,381081.1247,3784391.722,216.787411,10,37208,8,8
1520,325363,0.102800076,1,380511.0888,3784861.082,238.6590904,10,37208,8,8
1521,325364,0.102800061,1,381086.9752,3784853.772,239.9087931,10,37208,8,8
1522,325371,0.102805041,1,381657.0389,3784384.447,321.8801619,10,37208,8,8
1523,325372,0.102805026,1,382232.9526,3784377.209,382.8939185,10,37208,8,8
1524,325373,0.102800076,1,381662.8611,3784846.497,226.7163294,10,37208,8,8
1525,325374,0.102800061,1,382238.7465,3784839.258,97.16191687,10,37208,8,8
1526,325381,0.102805041,1,382808.8658,3784370.005,639.5668081,10,37208,8,8
1527,325382,0.102805026,1,383384.7785,3784362.837,420.8178989,10,37208,8,8
1528,325383,0.102800076,1,382814.6313,3784832.054,627.0627487,10,37208,8,8
1529,325384,0.102800061,1,383390.5157,3784824.885,878.1725422,10,37208,8,8
1530,325391,0.102805041,1,383960.6907,3784355.704,232.7763274,10,37208,8,8
1531,325392,0.102805026,1,384536.6023,3784348.606,141.1621791,10,37208,8,8
1532,325393,0.102800076,1,383966.3995,3784817.752,693.8892578,10,37208,8,8
1533,325394,0.102800061,1,384542.2828,3784810.654,602.0544507,10,37208,8,8
1534,325411,0.102795074,1,374758.3581,3785398.18,86.64526117,10,37208,8,8
1535,325412,0.102795089,1,375334.2216,3785390.516,271.9440367,10,37208,8,8
1536,325413,0.102790064,1,374764.5218,3785860.235,385.1978514,10,37208,8,8
1537,325414,0.102790079,1,375340.3569,3785852.571,392.776035,10,37208,8,8
1538,325421,0.102795074,1,375910.0845,3785382.888,370.2098838,10,37208,8,8
1539,325422,0.102795089,1,376485.9468,3785375.295,695.3404457,10,37208,8,8
1540,325423,0.102790064,1,375916.1915,3785844.942,43.23261562,10,37208,8,8
1541,325424,0.102790079,1,376492.0255,3785837.349,594.4211392,10,37208,8,8
1542,325431,0.102795074,1,377061.8087,3785367.737,824.0490698,10,37208,8,8
1543,325432,0.102795089,1,377637.6699,3785360.215,1091.230229,10,37208,8,8
1544,325433,0.102790064,1,377067.8589,3785829.791,1078.777229,10,37208,8,8
1545,325434,0.102790079,1,377643.6918,3785822.268,969.0010915,10,37208,8,8
1546,325441,0.102795074,1,378213.5307,3785352.727,563.382092,10,37208,8,8
1547,325442,0.102795089,1,378789.3909,3785345.276,244.8431549,10,37208,8,8
1548,325443,0.102790064,1,378219.5242,3785814.78,549.5649958,10,37208,8,8
1549,325444,0.102790079,1,378795.3561,3785807.328,406.1890301,10,37208,8,8
1550,325451,0.102795074,1,379365.2505,3785337.859,146.1801957,10,37208,8,8
1551,325452,0.102795089,1,379941.1097,3785330.478,464.7064366,10,37208,8,8
1552,325453,0.102790064,1,379371.1874,3785799.911,163.2352826,10,37208,8,8
1553,325454,0.102790079,1,379947.0181,3785792.53,558.1423561,10,37208,8,8
1554,325461,0.102795089,1,380516.9683,3785323.132,228.3578082,10,37208,8,8
1555,325462,0.102795074,1,381092.8264,3785315.822,453.8112136,10,37208,8,8
1556,325463,0.102790079,1,380522.8484,3785785.183,460.7296196,10,37208,8,8
1557,325464,0.102790064,1,381098.6781,3785777.873,388.3193991,10,37208,8,8
1558,325471,0.102795089,1,381668.6839,3785308.547,362.7539135,10,37208,8,8
1559,325472,0.102795074,1,382244.5409,3785301.307,98.98827711,10,37208,8,8
1560,325473,0.102790079,1,381674.5073,3785770.597,432.2353503,10,37208,8,8
1561,325474,0.102790064,1,382250.336,3785763.357,145.5828372,10,37208,8,8
1562,325481,0.102795089,1,382820.3974,3785294.103,622.565703,10,37208,8,8
1563,325482,0.102795074,1,383396.2534,3785286.934,858.8700191,10,37208,8,8
1564,325483,0.102790079,1,382826.1642,3785756.152,227.013453,10,37208,8,8
1565,325484,0.102790064,1,383401.9918,3785748.983,531.2619319,10,37208,8,8
1566,325491,0.102795089,1,383972.1089,3785279.8,1155.777824,10,37208,8,8
1567,325492,0.102795074,1,384547.9638,3785272.702,1063.980019,10,37208,8,8
1568,325493,0.102790079,1,383977.8189,3785741.849,1070.662481,10,37208,8,8
1569,325494,0.102790064,1,384553.6455,3785734.75,1526.001049,10,37208,8,8
1570,325502,0.102785113,1,374194.8788,3786329.991,582.9632688,10,37208,8,8
1571,325503,0.102780109,1,373625.2927,3786799.783,529.9020358,10,37208,8,8
1572,325504,0.102780124,1,374201.0722,3786792.047,784.8690507,10,37208,8,8
1573,325511,0.102785098,1,374770.6861,3786322.291,846.3534804,10,37208,8,8
1574,325512,0.102785113,1,375346.4929,3786314.626,750.90602,10,37208,8,8
1575,325513,0.102780109,1,374776.8511,3786784.347,1270.60674,10,37208,8,8
1576,325514,0.102780124,1,375352.6295,3786776.682,1114.044205,10,37208,8,8
1577,325521,0.102785098,1,375922.2991,3786306.997,502.0491252,10,37208,8,8
1578,325522,0.102785113,1,376498.1047,3786299.403,506.4110051,10,37208,8,8
1579,325523,0.102780109,1,375928.4074,3786769.052,662.8560088,10,37208,8,8
1580,325524,0.102780124,1,376504.1847,3786761.458,93.60461062,10,37208,8,8
1581,325531,0.102785098,1,377073.9098,3786291.844,699.2836175,10,37208,8,8
1582,325532,0.102785113,1,377649.7144,3786284.321,625.5571786,10,37208,8,8
1583,325533,0.102780109,1,377079.9614,3786753.899,314.2180506,10,37208,8,8
1584,325534,0.102780124,1,377655.7376,3786746.375,188.4835301,10,37208,8,8
1585,325541,0.102785098,1,378225.5184,3786276.833,232.8867672,10,37208,8,8
1586,325542,0.102785113,1,378801.3219,3786269.381,192.7164009,10,37208,8,8
1587,325543,0.102780109,1,378231.5133,3786738.887,112.2022749,10,37208,8,8
1588,325544,0.102780124,1,378807.2884,3786731.434,238.0675554,10,37208,8,8
1589,325551,0.102785098,1,379377.1249,3786261.963,184.6651982,10,37208,8,8
1590,325552,0.102785113,1,379952.9273,3786254.581,178.8419266,10,37208,8,8
1591,325553,0.102780109,1,379383.063,3786724.016,274.9036338,10,37208,8,8
1592,325554,0.102780124,1,379958.837,3786716.633,118.8234481,10,37208,8,8
1593,325561,0.102785113,1,380528.7292,3786247.235,24.55067765,10,37208,8,8
1594,325562,0.102785098,1,381104.5306,3786239.924,135.7731386,10,37208,8,8
1595,325563,0.102780124,1,380534.6106,3786709.286,437.6210757,10,37208,8,8
1596,325564,0.102780109,1,381110.3836,3786701.975,497.1645538,10,37208,8,8
1597,325571,0.102785113,1,381680.3314,3786232.648,247.7578717,10,37208,8,8
1598,325572,0.102785098,1,382256.1317,3786225.407,393.0027625,10,37208,8,8
1599,325573,0.102780124,1,381686.1561,3786694.698,182.8135157,10,37208,8,8
1600,325574,0.102780109,1,382261.928,3786687.457,148.9821942,10,37208,8,8
1601,325581,0.102785113,1,382831.9315,3786218.202,230.2909732,10,37208,8,8
1602,325582,0.102785098,1,383407.7308,3786211.032,503.8509143,10,37208,8,8
1603,325583,0.102780124,1,382837.6995,3786680.252,463.9678934,10,37208,8,8
1604,325584,0.102780109,1,383413.4704,3786673.081,807.7983268,10,37208,8,8
1605,325591,0.102785113,1,383983.5295,3786203.897,1057.308925,10,37208,8,8
1606,325592,0.102785098,1,384559.3278,3786196.798,1626.38861,10,37208,8,8
1607,325593,0.102780124,1,383989.2408,3786665.946,1231.475277,10,37204,4,4
1608,325594,0.102780109,1,384565.0107,3786658.847,1744.618371,10,37204,4,4
1609,325601,0.102775098,1,373631.5151,3787261.84,790.613765,10,37208,8,8
1610,325602,0.102775113,1,374207.2662,3787254.104,895.8259986,10,37208,8,8
1611,325603,0.10277013,1,373637.7382,3787723.898,734.1944479,10,37208,8,8
1612,325604,0.102770145,1,374213.4609,3787716.161,473.0525438,10,37208,8,8
1613,325611,0.102775098,1,374783.0168,3787246.403,864.290574,10,37208,8,8
1614,325612,0.102775113,1,375358.7668,3787238.738,818.5188805,10,37208,8,8
1615,325613,0.10277013,1,374789.1831,3787708.46,402.8712983,10,37208,8,8
1616,325614,0.102770145,1,375364.9048,3787700.794,357.5735183,10,37208,8,8
1617,325621,0.102775098,1,375934.5163,3787231.108,786.5939228,10,37208,8,8
1618,325622,0.102775113,1,376510.2652,3787223.513,363.9415152,10,37208,8,8
1619,325623,0.10277013,1,375940.6259,3787693.163,407.2187577,10,37208,8,8
1620,325624,0.102770145,1,376516.3465,3787685.568,218.4442634,10,37208,8,8
1621,325631,0.102775098,1,377086.0136,3787215.953,201.0581183,10,37208,8,8
1622,325632,0.102775113,1,377661.7614,3787208.429,224.4860253,10,37208,8,8
1623,325633,0.10277013,1,377092.0665,3787678.008,274.9519751,10,37208,8,8
1624,325634,0.102770145,1,377667.7859,3787670.483,358.5832492,10,37208,8,8
1625,325641,0.102775098,1,378237.5087,3787200.94,497.3871801,10,37208,8,8
1626,325642,0.102775113,1,378813.2555,3787193.487,692.6898796,10,37208,8,8
1627,325643,0.10277013,1,378243.5049,3787662.994,900.7797666,10,37208,8,8
1628,325644,0.102770145,1,378819.2233,3787655.54,1103.032813,10,37208,8,8
1629,325651,0.102775098,1,379389.0017,3787186.069,438.7046455,10,37208,8,8
1630,325652,0.102775113,1,379964.7474,3787178.686,140.5604796,10,37208,8,8
1631,325653,0.10277013,1,379394.9411,3787648.122,617.2053158,10,37208,8,8
1632,325654,0.102770145,1,379970.6585,3787640.738,378.5543843,10,37208,8,8
1633,325661,0.102775113,1,380540.4926,3787171.338,714.2301435,10,37208,8,8
1634,325662,0.102775098,1,381116.2373,3787164.026,775.0522696,10,37208,8,8
1635,325663,0.102770145,1,380546.3753,3787633.391,469.8861764,10,37208,8,8
1636,325664,0.10277013,1,381122.0916,3787626.078,518.7700835,10,37208,8,8
1637,325671,0.102775113,1,381691.9814,3787156.75,596.2746802,10,37208,8,8
1638,325672,0.102775098,1,382267.725,3787149.508,563.0174958,10,37208,8,8
1639,325673,0.102770145,1,381697.8073,3787618.801,149.0054285,10,37208,8,8
1640,325674,0.10277013,1,382273.5226,3787611.559,662.0238543,10,37208,8,8
1641,325681,0.102775113,1,382843.4681,3787142.302,714.1772987,10,37208,8,8
1642,325682,0.102775098,1,383419.2106,3787135.131,1168.85014,10,37204,4,4
1643,325683,0.102770145,1,382849.2373,3787604.353,1109.901259,10,37208,8,8
1644,325684,0.10277013,1,383424.9515,3787597.181,1444.990961,10,37204,4,4
1645,325691,0.102775113,1,383994.9527,3787127.996,1530.426901,10,37204,4,4
1646,325692,0.102775098,1,384570.6942,3787120.896,1967.051561,10,37204,4,4
1647,325693,0.102770145,1,384000.6651,3787590.046,1896.029655,10,37204,4,4
1648,325694,0.10277013,1,384576.3783,3787582.945,2263.169576,10,37204,4,4
1649,325701,0.10276514,1,373643.9619,3788185.956,273.316397,10,37208,8,8
1650,325702,0.102765154,1,374219.6563,3788178.218,268.5571891,10,37208,8,8
1651,325703,0.102760126,1,373650.1863,3788648.014,193.48025,10,37208,8,8
1652,325704,0.102760141,1,374225.8523,3788640.276,323.3124946,10,37208,8,8
1653,325711,0.10276514,1,374795.3501,3788170.517,68.41718198,10,37208,8,8
1654,325712,0.102765154,1,375371.0434,3788162.85,113.1884952,10,37208,8,8
1655,325713,0.102760126,1,374801.5178,3788632.574,523.5703976,10,37208,8,8
1656,325714,0.102760141,1,375377.1827,3788624.907,569.9407633,10,37208,8,8
1657,325721,0.10276514,1,375946.7362,3788155.219,184.0708139,10,37208,8,8
1658,325722,0.102765154,1,376522.4283,3788147.623,258.8318198,10,37208,8,8
1659,325723,0.102760126,1,375952.8471,3788617.275,573.588056,10,37208,8,8
1660,325724,0.102760141,1,376528.5109,3788609.679,631.4091738,10,37208,8,8
1661,325731,0.10276514,1,377098.12,3788140.063,506.7717709,10,37208,8,8
1662,325733,0.102760126,1,377104.1742,3788602.118,930.1078732,10,37208,8,8
1663,325741,0.10276514,1,378249.5017,3788125.048,1086.968511,10,37208,8,8
1664,325742,0.102765154,1,378825.1917,3788117.594,1353.579925,10,37208,8,8
1665,325744,0.102760141,1,378831.1607,3788579.648,1504.185547,10,37208,8,8
1666,325751,0.10276514,1,379400.8812,3788110.175,811.1573962,10,37208,8,8
1667,325752,0.102765154,1,379976.5701,3788102.791,269.2719398,10,37208,8,8
1668,325753,0.102760126,1,379406.8219,3788572.229,1007.078892,10,37208,8,8
1669,325754,0.102760141,1,379982.4824,3788564.845,654.8031666,10,37208,8,8
1670,325761,0.102765154,1,380552.2586,3788095.443,387.2896564,10,37208,8,8
1671,325762,0.10276514,1,381127.9465,3788088.13,207.6733957,10,37208,8,8
1672,325763,0.102760141,1,380558.1425,3788557.496,389.9986915,10,37208,8,8
1673,325764,0.102760126,1,381133.8021,3788550.183,155.9794562,10,37208,8,8
1674,325771,0.102765154,1,381703.6339,3788080.853,340.4598249,10,37208,8,8
1675,325772,0.10276514,1,382279.3208,3788073.61,729.3594496,10,37208,8,8
1676,325773,0.102760141,1,381709.4611,3788542.905,628.3859058,10,37208,8,8
1677,325774,0.102760126,1,382285.1196,3788535.662,1026.014665,10,37404,13,13
1678,325781,0.102765154,1,382855.0071,3788066.403,1269.241617,10,37204,4,4
1679,325782,0.10276514,1,383430.6929,3788059.232,1799.12089,10,37204,4,4
1680,325783,0.102760141,1,382860.7776,3788528.455,1460.020939,10,37208,8,8
1681,325784,0.102760126,1,383436.435,3788521.283,1760.512157,10,37204,4,4
1682,325791,0.102765154,1,384006.3782,3788052.096,2180.812302,10,37204,4,4
1683,325792,0.10276514,1,384582.063,3788044.995,2575.396961,10,37204,4,4
1684,325793,0.102760141,1,384012.092,3788514.146,1902.059206,10,37204,4,4
1685,325794,0.102760126,1,384587.7484,3788507.045,2190.660333,10,37204,4,4
1686,325801,0.102755157,1,373656.4114,3789110.072,585.4399875,10,37208,8,8
1687,325802,0.102755172,1,374232.049,3789102.334,613.5113521,10,37208,8,8
1688,325811,0.102755157,1,374807.6861,3789094.631,985.2112675,10,37208,8,8
1689,325822,0.102755172,1,376534.5941,3789071.735,1070.792883,10,37208,8,8
1690,325824,0.10275018,1,376540.6779,3789533.792,1523.674625,10,37208,8,8
1691,325831,0.102755157,1,377110.229,3789064.174,1330.447768,10,37208,8,8
1692,325833,0.102750165,1,377116.2844,3789526.23,1716.113471,10,37208,8,8
1693,325851,0.102755157,1,379412.7632,3789034.283,1340.7076,10,37208,8,8
1694,325861,0.102755172,1,380564.0271,3789019.549,574.9174257,10,37208,8,8
1695,325862,0.102755157,1,381139.6583,3789012.235,453.187869,10,37208,8,8
1696,325864,0.102750165,1,381145.5151,3789474.288,901.9333028,10,37208,8,8
1697,325871,0.102755172,1,381715.2889,3789004.957,843.663366,10,37404,13,13
1698,325872,0.102755157,1,382290.919,3788997.714,1355.169684,10,37404,13,13
1699,325873,0.10275018,1,381721.1174,3789467.009,1148.845653,10,37404,13,13
1700,325874,0.102750165,1,382296.7191,3789459.766,1290.200714,10,37404,13,13
1701,325881,0.102755172,1,382866.5486,3788990.506,1355.417279,10,37404,13,13
1702,325882,0.102755157,1,383442.1777,3788983.334,1301.096087,10,37404,13,13
1703,325883,0.10275018,1,382872.3203,3789452.558,926.0902208,10,37404,13,13
1704,325884,0.102750165,1,383447.921,3789445.385,844.598639,10,37404,13,13
1705,325891,0.102755172,1,384017.8063,3788976.197,1487.028572,10,37204,4,4
1706,325892,0.102755157,1,384593.4343,3788969.095,1841.836463,10,37204,4,4
1707,325893,0.10275018,1,384023.5212,3789438.248,1109.831463,10,37204,4,4
1708,325894,0.102750165,1,384599.1209,3789431.145,1553.31158,10,37204,4,4
1709,325932,0.102745165,1,377697.9182,3789980.76,2415.22772,10,37208,8,8
1710,325971,0.102745165,1,381726.9464,3789929.062,1534.594271,10,37404,13,13
1711,325972,0.10274515,1,382302.5198,3789921.818,1054.568118,10,37404,13,13
1712,325973,0.102740194,1,381732.7761,3790391.115,1567.217802,10,37404,13,13
1713,325974,0.102740179,1,382308.3211,3790383.871,993.3081124,10,37404,13,13
1714,325981,0.102745165,1,382878.0926,3789914.61,552.4308324,10,37404,13,13
1715,325982,0.10274515,1,383453.665,3789907.437,401.1129726,10,37404,13,13
1716,325983,0.102740194,1,382883.8656,3790376.662,423.989273,10,37404,13,13
1717,325984,0.102740179,1,383459.4095,3790369.489,188.3773249,10,37404,13,13
1718,325991,0.102745165,1,384029.2368,3789900.299,824.163815,10,37404,13,13
1719,325992,0.10274515,1,384604.8081,3789893.196,1363.906037,10,37404,13,13
1720,325993,0.102740194,1,384034.9529,3790362.35,744.1875088,10,37404,13,13
1721,325994,0.102740179,1,384610.4959,3790355.247,1317.099359,10,37404,13,13
1722,326001,0.102834971,1,385078.6136,3781569.268,469.766216,10,37208,8,8
1723,326002,0.102834956,1,385654.6943,3781562.243,82.58103203,10,37208,8,8
1724,326003,0.102829988,1,385084.2621,3782031.313,475.4791318,10,37208,8,8
1725,326004,0.102829973,1,385660.3144,3782024.288,515.8328599,10,37208,8,8
1726,326011,0.102834971,1,386230.7744,3781555.254,73.30435294,10,37208,8,8
1727,326012,0.102834956,1,386806.8541,3781548.3,120.5752784,10,37208,8,8
1728,326013,0.102829988,1,386236.3662,3782017.298,431.8983642,10,37208,8,8
1729,326014,0.102829973,1,386812.4175,3782010.344,321.1513076,10,37208,8,8
1730,326021,0.102834971,1,387382.9332,3781541.381,308.7752444,10,37208,8,8
1731,326022,0.102834956,1,387959.0118,3781534.498,419.2637893,10,37208,8,8
1732,326023,0.102829988,1,387388.4683,3782003.425,677.991903,10,37208,8,8
1733,326024,0.102829973,1,387964.5186,3781996.542,319.8254755,10,37208,8,8
1734,326031,0.102834971,1,388535.09,3781527.65,226.8103193,10,37208,8,8
1735,326032,0.102834956,1,389111.1676,3781520.838,254.343777,10,37208,8,8
1736,326033,0.102829988,1,388540.5684,3781989.693,370.9466757,10,37208,8,8
1737,326034,0.102829973,1,389116.6178,3781982.88,349.1035999,10,37208,8,8
1738,326041,0.102834971,1,389687.2447,3781514.06,84.41899915,10,37406,14,14
1739,326042,0.102834956,1,390263.3214,3781507.318,501.4064669,10,37406,14,14
1740,326043,0.102829988,1,389692.6666,3781976.103,432.1701096,10,37406,14,14
1741,326044,0.102829973,1,390268.7149,3781969.36,656.5368177,10,37406,14,14
1742,326051,0.102834971,1,390839.3976,3781500.612,381.0198648,10,37406,14,14
1743,326052,0.102834956,1,391415.4733,3781493.941,255.5653246,10,37406,14,14
1744,326053,0.102829988,1,390844.7628,3781962.653,538.5323652,10,37406,14,14
1745,326054,0.102829973,1,391420.8101,3781955.981,236.8532119,10,37406,14,14
1746,326061,0.102834971,1,391991.5485,3781487.304,535.1808737,10,37406,14,14
1747,326062,0.102834956,1,392567.6232,3781480.704,799.8234579,10,37406,14,14
1748,326063,0.102829988,1,391996.857,3781949.345,75.12193317,10,37406,14,14
1749,326064,0.102829973,1,392572.9034,3781942.744,599.1038013,10,37406,14,14
1750,326071,0.102834971,1,393143.6975,3781474.138,1287.162799,10,37406,14,14
1751,326072,0.102834956,1,393719.7713,3781467.608,1826.917365,10,37406,14,14
1752,326073,0.102829988,1,393148.9494,3781936.178,1173.007377,10,37406,14,14
1753,326074,0.102829973,1,393724.9948,3781929.648,1748.342959,10,37406,14,14
1754,326081,0.102834971,1,394295.8446,3781461.114,2140.730842,10,37406,14,14
1755,326082,0.102834956,1,394871.9174,3781454.654,2224.947489,10,37406,14,14
1756,326083,0.102829988,1,394301.0398,3781923.153,2324.046631,10,37406,14,14
1757,326084,0.102829973,1,394877.0844,3781916.693,2672.451633,10,37406,14,14
1758,326091,0.102834971,1,395447.9898,3781448.23,2445.814082,10,37406,14,14
1759,326092,0.102834956,1,396024.0617,3781441.841,2770.84304,10,37406,14,14
1760,326093,0.102829988,1,395453.1284,3781910.268,2858.943678,10,37406,14,14
1761,326094,0.102829973,1,396029.172,3781903.879,3141.502347,10,37406,14,14
1762,326101,0.102825004,1,385089.9112,3782493.359,91.16255111,10,37208,8,8
1763,326102,0.102824989,1,385665.9351,3782486.333,341.8040089,10,37208,8,8
1764,326103,0.102819997,1,385095.5608,3782955.404,466.4518785,10,37208,8,8
1765,326104,0.102819982,1,385671.5565,3782948.379,210.6073194,10,37208,8,8
1766,326111,0.102825004,1,386241.9586,3782479.343,530.5276961,10,37208,8,8
1767,326112,0.102824989,1,386817.9816,3782472.389,667.530992,10,37208,8,8
1768,326113,0.102819997,1,386247.5516,3782941.388,457.140155,10,37208,8,8
1769,326114,0.102819982,1,386823.5463,3782934.433,239.5039627,10,37208,8,8
1770,326121,0.102825004,1,387394.0041,3782465.469,538.1069729,10,37208,8,8
1771,326122,0.102824989,1,387970.026,3782458.585,144.7227496,10,37208,8,8
1772,326123,0.102819997,1,387399.5404,3782927.514,365.1725933,10,37208,8,8
1773,326124,0.102819982,1,387975.5341,3782920.629,224.8891199,10,37208,8,8
1774,326131,0.102825004,1,388546.0475,3782451.737,572.0875702,10,37208,8,8
1775,326132,0.102824989,1,389122.0685,3782444.923,778.5127935,10,37208,8,8
1776,326133,0.102819997,1,388551.5272,3782913.78,794.6283941,10,37208,8,8
1777,326134,0.102819982,1,389127.5199,3782906.966,1231.794636,10,37208,8,8
1778,326141,0.102825004,1,389698.089,3782438.145,848.0128491,10,37208,8,8
1779,326142,0.102824989,1,390274.109,3782431.402,1018.674249,10,37406,14,14
1780,326143,0.102819997,1,389703.512,3782900.188,1276.853421,10,37208,8,8
1781,326144,0.102819982,1,390279.5037,3782893.445,1205.965434,10,37403,12,12
1782,326151,0.102825004,1,390850.1285,3782424.695,841.3164047,10,37403,12,12
1783,326152,0.102824989,1,391426.1476,3782418.023,679.9503873,10,37403,12,12
1784,326153,0.102819997,1,390855.4949,3782886.737,665.9911437,10,37403,12,12
1785,326154,0.102819982,1,391431.4856,3782880.064,310.3797655,10,37403,12,12
1786,326161,0.102825004,1,392002.1661,3782411.386,389.7277266,10,37406,14,14
1787,326162,0.102824989,1,392578.1842,3782404.785,710.7405779,10,37406,14,14
1788,326163,0.102819997,1,392007.4758,3782873.427,558.1439465,10,37406,14,14
1789,326164,0.102819982,1,392583.4656,3782866.825,735.8620103,10,37406,14,14
1790,326171,0.102825004,1,393154.2018,3782398.218,1233.743445,10,37406,14,14
1791,326172,0.102824989,1,393730.219,3782391.688,1776.607985,10,37406,14,14
1792,326173,0.102819997,1,393159.4549,3782860.259,1039.54167,10,37406,14,14
1793,326174,0.102819982,1,393735.4437,3782853.728,1511.07964,10,37406,14,14
1794,326181,0.102825004,1,394306.2356,3782385.192,2241.137878,10,37406,14,14
1795,326182,0.102824989,1,394882.2518,3782378.732,2748.208414,10,37406,14,14
1796,326183,0.102819997,1,394311.432,3782847.232,2037.065114,10,37406,14,14
1797,326184,0.102819982,1,394887.4199,3782840.771,2316.266309,10,37406,14,14
1798,326191,0.102825004,1,395458.2676,3782372.307,2816.166041,10,37406,14,14
1799,326192,0.102824989,1,396034.2828,3782365.917,2967.828549,10,37406,14,14
1800,326193,0.102819997,1,395463.4073,3782834.346,2361.953591,10,37406,14,14
